PeakID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type	ZT1_1_BAT	ZT1_2_BAT	ZT1_3_BAT	ZT5_1_BAT	ZT5_2_BAT	ZT5_3_BAT	ZT9_1_BAT	ZT9_2_BAT	ZT9_3_BAT	ZT13_1_BAT	ZT13_2_BAT	ZT13_3_BAT	ZT17_1_BAT	ZT17_2_BAT	ZT17_3_BAT	ZT21_1_BAT	ZT21_2_BAT	ZT21_3_BAT	LAG	BH.Q	ZT_bin
chr10-2118	chr10	95864863	95865013	+	15.3	0	Intergenic	Intergenic	-75725	NM_001001932	216238	Mm.210035	NM_001001932	ENSMUSG00000036499	Eea1	A430109M19Rik|B230358H09Rik|ZFYVE2	early endosome antigen 1	protein-coding	32	54	55	42	32	79	69	111	46	63	61	45	31	59	96	24	36	38	10	0.091432700055119	ZT9
chr2-3403	chr2	34646420	34646570	+	15.3	0	Intergenic	Intergenic	108737	NM_001356441	66691	Mm.156452	NM_025709	ENSMUSG00000026867	Gapvd1	2010005B09Rik|4432404J10Rik|AW108497|Gapex-5|RAP6|RME-6|mKIAA1521	GTPase activating protein and VPS9 domains 1	protein-coding	26	39	66	42	44	80	87	84	46	48	55	43	45	53	81	45	47	46	10	0.0310391655363696	ZT9
chr2-3347	chr2	155662361	155662511	+	15.3	0	intron (NM_019828, intron 6 of 18)	intron (NM_019828, intron 6 of 18)	29948	NM_019828	56407	Mm.234944	NM_019828	ENSMUSG00000038324	Trpc4ap	4833429F06Rik|D2Ertd113e|Trrp4ap|mFLJ00177|truss	transient receptor potential cation channel, subfamily C, member 4 associated protein	protein-coding	26	31	49	30	38	60	48	68	37	60	52	45	67	93	88	48	49	85	16	0.0546578553591281	ZT17
chr9-2506	chr9	21249702	21249852	+	15.3	0	Intergenic	Intergenic	-1334	NM_053190	94226	Mm.190619	NM_053190	ENSMUSG00000045087	S1pr5	Edg8|S1P5|lpB4	sphingosine-1-phosphate receptor 5	protein-coding	22	22	45	37	38	78	51	76	37	49	60	39	54	84	147	39	43	54	14	0.0546578553591281	ZT13
chr12-1958	chr12	102398731	102398881	+	15.3	0	intron (NM_011175, intron 10 of 13)	intron (NM_011175, intron 10 of 13)	41007	NM_011175	19141	Mm.17185	NM_011175	ENSMUSG00000021190	Lgmn	AEP|AI746452|AU022324|Prsc1	legumain	protein-coding	40	57	124	32	37	63	59	33	28	28	35	24	24	102	74	60	66	92	0	0.0206133492264304	ZT1
chr2-3334	chr2	102745694	102745844	+	15.3	0	intron (NR_153853, intron 1 of 1)	intron (NR_153853, intron 1 of 1)	991	NR_153852	102637542	Mm.371582	NR_153852	NA	Gm13872	-	predicted gene 13872	ncRNA	50	71	109	38	53	40	73	57	46	18	31	17	21	33	93	51	91	84	1	0.0310391655363696	ZT1
chr1-2775	chr1	59942467	59942617	+	15.3	0	intron (NM_001037725, intron 1 of 7)	intron (NM_001037725, intron 1 of 7)	29536	NM_001037725	72750	Mm.258250	NM_001037725	ENSMUSG00000041040	Fam117b	2810425F24Rik|6330416D14Rik|Als2cr13	family with sequence similarity 117, member B	protein-coding	19	26	56	33	39	53	87	69	40	53	47	64	41	83	137	45	45	40	14	0.00873811946535779	ZT13
chr7-2971	chr7	81139275	81139425	+	15.3	0	intron (NM_001004184, intron 9 of 17)	intron (NM_001004184, intron 9 of 17)	24551	NM_001004184	434203	Mm.389909	NM_001004184	ENSMUSG00000025726	Slc28a1	Cnt1	solute carrier family 28 (sodium-coupled nucleoside transporter), member 1	protein-coding	19	28	57	38	52	80	102	75	46	47	58	59	42	47	83	46	50	47	12	0.0310391655363696	ZT13
chr5-2681	chr5	111806424	111806574	+	15.3	0	Intergenic	Intergenic	-44771	NR_045833	269683	Mm.136946	NM_207252	ENSMUSG00000085271	E130006D01Rik	Gm16018|Gm681	RIKEN cDNA E130006D01 gene	ncRNA	36	50	103	47	65	75	29	44	21	29	32	31	30	96	86	41	70	89	22	0.0247913445279724	ZT21
chr9-2449	chr9	21145517	21145667	+	15.3	0	intron (NM_016742, intron 1 of 7)	intron (NM_016742, intron 1 of 7)	4314	NM_016742	12539	Mm.32331	NM_016742	ENSMUSG00000019471	Cdc37	p50|p50Cdc37	cell division cycle 37	protein-coding	34	31	41	36	30	70	49	62	38	65	50	55	54	77	105	55	52	69	16	0.0649073511596943	ZT17
chr6-2397	chr6	100553596	100553746	+	15.3	0	Intergenic	Intergenic	26271	NR_040525	73395	Mm.69413	NR_040525	ENSMUSG00000101553	1700049E22Rik	-	RIKEN cDNA 1700049E22 gene	ncRNA	18	26	46	50	62	87	65	78	34	49	71	63	60	52	92	39	34	48	12	0.091432700055119	ZT13
chr12-1851	chr12	55384926	55385076	+	15.3	0	intron (NM_001310583, intron 1 of 6)	RMER21B|LTR|ERV1	779	NM_001310583	26443	Mm.30210	NM_011968	ENSMUSG00000021024	Psma6	IOTA	proteasome (prosome, macropain) subunit, alpha type 6	protein-coding	21	31	50	19	26	41	74	61	47	62	67	57	61	115	127	39	36	43	16	0.00583137953168869	ZT17
chr19-1440	chr19	12005454	12005604	+	15.3	0	Intergenic	Intergenic	31211	NM_146680	258675	Mm.271517	NM_146680	ENSMUSG00000067529	Olfr1423	MOR239-3	olfactory receptor 1423	protein-coding	18	32	62	40	40	58	59	58	38	52	40	40	55	83	107	56	61	77	17	0.091432700055119	ZT17
chr6-2487	chr6	117058859	117059009	+	15.3	0	Intergenic	L1ME1|LINE|L1	-109601	NM_001012477	20315	Mm.303231	NM_013655	ENSMUSG00000061353	Cxcl12	Pbsf|Scyb12|Sdf1|Tlsf|Tpar1	chemokine (C-X-C motif) ligand 12	protein-coding	16	17	47	35	28	63	106	83	42	48	62	60	58	85	78	46	53	46	14	0.00873811946535779	ZT13
chr10-2199	chr10	121705881	121706031	+	15.3	0	Intergenic	Intergenic	-33974	NM_001359720	270802	Mm.209172	NM_173022	ENSMUSG00000053684	BC048403	E030027L10	cDNA sequence BC048403	protein-coding	29	48	74	35	20	48	50	56	33	45	46	34	41	79	90	47	89	114	20	0.0377238244831057	ZT21
chr17-1904	chr17	8447798	8447948	+	15.3	0	Intergenic	Intergenic	13450	NM_009309	20997	Mm.913	NM_009309	ENSMUSG00000062327	T	Bra|D17Mit170|Low|Lr|T1|Tbxt|Tl2|Tl3|cou|me75	brachyury, T-box transcription factor T	protein-coding	22	30	34	49	42	78	109	96	47	56	73	53	46	41	79	41	41	39	12	0.010917051581423	ZT13
chr1-2745	chr1	193668966	193669116	+	15.3	0	Intergenic	MTE-int|LTR|ERVL-MaLR	-161511	NR_029592	387201	NA	NR_029592	ENSMUSG00000065533	Mir205	Mirn205|mir-205|mmu-mir-205	microRNA 205	ncRNA	22	36	67	36	32	50	61	79	32	40	46	49	60	73	127	55	51	61	17	0.0247913445279724	ZT17
chr7-2982	chr7	83873750	83873900	+	15.3	0	Intergenic	Intergenic	10516	NM_030705	80889	Mm.272998	NM_030705	ENSMUSG00000070462	Tlnrd1	AW061151|Mesdc1	talin rod domain containing 1	protein-coding	21	38	66	44	37	50	64	70	38	44	71	45	56	76	106	45	55	51	16	0.0247913445279724	ZT17
chr14-1545	chr14	63983142	63983292	+	15.3	0	intron (NM_026359, intron 2 of 3)	intron (NM_026359, intron 2 of 3)	4563	NM_026359	67750	Mm.33864	NM_026359	ENSMUSG00000021961	4930578I06Rik	AI429111	RIKEN cDNA 4930578I06 gene	protein-coding	43	61	94	36	29	57	45	46	31	30	31	30	42	71	89	63	86	88	22	0.00383384259253848	ZT21
chr10-2109	chr10	44776307	44776457	+	15.3	0	Intergenic	Intergenic	-290832	NM_011156	19072	Mm.10281	NM_011156	ENSMUSG00000019849	Prep	AI047692|AI450383|D10Wsu136e|PEP|Pop	prolyl endopeptidase	protein-coding	11	33	72	35	24	47	64	62	22	47	39	45	41	110	141	63	53	67	18	0.0247913445279724	ZT17
chr19-1353	chr19	8712950	8713100	+	15.3	0	intron (NM_001161413, intron 2 of 9)	intron (NM_001161413, intron 2 of 9)	872	NM_008577	17254	Mm.4114	NM_008577	ENSMUSG00000010095	Slc3a2	4F2|4F2HC|AI314110|Cd98|Ly-10|Ly-m10|Ly10|Mdu1|Mgp-2hc|NACAE	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	protein-coding	41	44	63	26	32	68	55	67	24	38	45	38	26	107	108	54	54	85	20	0.091432700055119	ZT21
chrX-737	chrX	164275659	164275809	+	15.3	0	intron (NM_027153, intron 2 of 9)	intron (NM_027153, intron 2 of 9)	6303	NM_027153	69656	Mm.293463	NM_027153	ENSMUSG00000031379	Pir	2310042L19Rik|Pirnl	pirin	protein-coding	25	34	77	39	37	70	75	47	36	43	47	40	39	80	118	52	58	57	18	0.0452500717492719	ZT17
chr15-1989	chr15	3260437	3260587	+	15.3	0	Intergenic	Intergenic	-10255	NM_001042613	20363	Mm.392203	NM_009155	ENSMUSG00000064373	Selenop	AU018766|D15Ucla1|Se-P|Sepp1|selp	selenoprotein P	protein-coding	26	34	77	41	43	70	110	116	43	43	59	41	17	68	71	16	45	55	10	0.091432700055119	ZT9
chr7-2932	chr7	97492500	97492650	+	15.3	0	intron (NM_001358012, intron 4 of 22)	intron (NM_001358012, intron 4 of 22)	11619	NM_001358012	101861	Mm.27383	NM_027256	ENSMUSG00000025133	Ints4	2610034N24Rik|AA692684|AW493223	integrator complex subunit 4	protein-coding	21	23	47	45	39	71	71	87	28	71	63	60	42	76	101	42	37	55	13	0.0132923364728598	ZT13
chr16-1571	chr16	92083886	92084036	+	15.2	0	3' UTR (NM_017391, exon 2 of 2)	3' UTR (NM_017391, exon 2 of 2)	25625	NM_080456	121022	Mm.217354	NM_080456	ENSMUSG00000039680	Mrps6	AW046321	mitochondrial ribosomal protein S6	protein-coding	28	38	77	27	34	48	71	55	31	44	48	40	26	85	124	41	67	83	18	0.077236599220546	ZT17
chr3-2174	chr3	53213164	53213314	+	15.2	0	intron (NM_175386, intron 2 of 3)	LTR82A|LTR|ERVL	171692	NM_175386	108927	Mm.118617	NM_175386	ENSMUSG00000048332	Lhfp	2810489O06Rik|AI194968|Lhfpl6	lipoma HMGIC fusion partner	protein-coding	23	32	66	32	33	86	52	74	31	48	61	51	52	79	103	38	52	56	16	0.091432700055119	ZT17
chr8-2466	chr8	15020750	15020900	+	15.2	0	intron (NM_029116, intron 1 of 1)	intron (NM_029116, intron 1 of 1)	9800	NM_029116	74901	Mm.46675	NM_029116	ENSMUSG00000055675	Kbtbd11	2900016B01Rik|4930465M17Rik|mKIAA0711	kelch repeat and BTB (POZ) domain containing 11	protein-coding	29	25	39	54	56	88	67	68	38	68	70	61	35	68	98	31	36	37	12	0.0649073511596943	ZT13
chr10-2150	chr10	86274035	86274185	+	15.2	0	intron (NM_013722, intron 6 of 13)	intron (NM_013722, intron 6 of 13)	-26302	NM_011595	21859	Mm.4871	NM_011595	ENSMUSG00000020044	Timp3	Timp-3	tissue inhibitor of metalloproteinase 3	protein-coding	33	47	73	59	40	94	88	88	30	49	50	44	21	42	87	49	31	44	6	0.0546578553591281	ZT5
chr14-1552	chr14	31137989	31138139	+	15.2	0	TTS (NM_138672)	TTS (NM_138672)	3211	NM_027289	70021	Mm.261681	NM_027289	ENSMUSG00000071547	Nt5dc2	2510015F01Rik	5'-nucleotidase domain containing 2	protein-coding	18	24	44	45	25	81	70	93	54	55	53	45	54	76	106	42	42	44	12	0.0377238244831057	ZT13
chr17-1989	chr17	65916272	65916422	+	15.2	0	Intergenic	Intergenic	-30592	NM_009067	19765	Mm.17009	NM_009067	ENSMUSG00000024096	Ralbp1	RLIP76|Rip1	ralA binding protein 1	protein-coding	45	56	84	38	60	66	56	70	31	33	43	24	41	42	94	54	68	59	0	0.0247913445279724	ZT1
chr6-2386	chr6	108413157	108413307	+	15.2	0	intron (NM_010585, intron 36 of 61)	L1MD3|LINE|L1	-76511	NR_106121	102465766	NA	NR_106121	ENSMUSG00000105697	Mir7661	mmu-mir-7661	microRNA 7661	ncRNA	37	41	70	50	53	69	127	111	49	33	52	30	20	46	56	38	38	47	6	0.0206133492264304	ZT5
chr17-1920	chr17	24378589	24378739	+	15.2	0	intron (NM_001039581, intron 10 of 31)	RSINE1|SINE|B4	26641	NM_001039581	27410	Mm.239470	NM_013855	ENSMUSG00000024130	Abca3	1810036E22Rik|ABC-C|Abc3	ATP-binding cassette, sub-family A (ABC1), member 3	protein-coding	27	32	40	17	34	51	72	72	38	51	79	54	49	73	112	62	53	49	14	0.00873811946535779	ZT13
chr6-2426	chr6	97837821	97837971	+	15.2	0	intron (NM_001113198, intron 1 of 9)	intron (NM_001113198, intron 1 of 9)	30838	NM_001113198	17342	Mm.333284	NM_008601	ENSMUSG00000035158	Mitf	BCC2|Bhlhe32|Gsfbcc2|Vitiligo|Wh|bw|mi|vit	melanogenesis associated transcription factor	protein-coding	34	55	99	31	47	59	59	64	23	37	33	34	36	79	72	57	69	78	22	0.0649073511596943	ZT21
chr7-3096	chr7	120739642	120739792	+	15.2	0	5' UTR (NM_177697, exon 1 of 34)	5' UTR (NM_177697, exon 1 of 34)	160	NM_177697	233813	Mm.389939	NM_177697	ENSMUSG00000030889	Vwa3a	E030013G06Rik	von Willebrand factor A domain containing 3A	protein-coding	29	22	45	41	49	91	82	86	59	57	54	44	44	51	87	33	54	38	10	0.0247913445279724	ZT9
chrX-723	chrX	95442900	95443050	+	15.2	0	intron (NM_175179, intron 1 of 1)	intron (NM_175179, intron 1 of 1)	1865	NM_175179	72345	Mm.182867	NM_175179	ENSMUSG00000050332	Amer1	2810002O09Rik|AW492303|Fam123b|Wtx	APC membrane recruitment 1	protein-coding	29	40	61	41	38	48	66	57	20	43	51	41	51	74	111	51	68	81	18	0.00383384259253848	ZT17
chr2-3428	chr2	4413384	4413534	+	15.2	0	intron (NM_001177843, intron 1 of 23)	intron (NM_001177843, intron 1 of 23)	12483	NM_001177843	209630	Mm.37932	NM_172475	ENSMUSG00000026657	Frmd4a	2700017I06Rik|5330420J21|AI594879|C230040M21Rik|Frmd4|Gm13190|mKIAA1294	FERM domain containing 4A	protein-coding	18	32	49	30	21	45	44	77	26	46	53	48	69	87	159	50	67	50	16	0.0071053784429439	ZT17
chr14-1576	chr14	79089530	79089680	+	15.2	0	intron (NM_027906, intron 29 of 44)	intron (NM_027906, intron 29 of 44)	109585	NR_152203	100043765	Mm.435553	NR_152203	ENSMUSG00000115111	Gm4632	-	predicted gene 4632	ncRNA	32	41	50	28	24	68	59	82	44	58	67	55	53	63	106	43	43	54	14	0.091432700055119	ZT13
chr10-2067	chr10	22581452	22581602	+	15.2	0	Intergenic	Intergenic	-63484	NM_178934	353169	Mm.473705	NM_178934	ENSMUSG00000037490	Slc2a12	GLUT-12|Glut12	solute carrier family 2 (facilitated glucose transporter), member 12	protein-coding	28	52	81	31	9	53	46	52	25	36	33	24	36	94	91	52	94	134	21	0.0206133492264304	ZT21
chr10-2136	chr10	29351574	29351724	+	15.2	0	intron (NM_001110197, intron 3 of 3)	intron (NM_001110197, intron 3 of 3)	6064	NM_001284279	68031	Mm.28930	NM_026518	ENSMUSG00000038876	Rnf146	2610509H23Rik|Iduna	ring finger protein 146	protein-coding	26	45	80	30	20	49	51	39	16	26	25	26	30	102	96	70	119	117	22	0.0071053784429439	ZT21
chr16-1698	chr16	18373035	18373185	+	15.2	0	intron (NM_033474, intron 2 of 18)	MT2B|LTR|ERVL	-7673	NM_001272028	11877	Mm.293599	NM_033474	ENSMUSG00000000325	Arvcf	-	armadillo repeat gene deleted in velocardiofacial syndrome	protein-coding	25	31	56	30	57	81	68	97	45	37	54	55	41	66	106	40	43	36	10	0.0546578553591281	ZT9
chr3-2090	chr3	52623485	52623635	+	15.2	0	Intergenic	Intergenic	106596	NR_153344	102631981	Mm.394225	NR_153344	NA	Gm30173	-	predicted gene, 30173	ncRNA	24	18	47	34	40	63	74	89	44	61	74	40	49	82	103	26	56	41	12	0.0165323918984296	ZT13
chr10-2157	chr10	39421950	39422100	+	15.2	0	intron (NM_001122892, intron 2 of 12)	intron (NM_001122892, intron 2 of 12)	52226	NM_001122893	14360	Mm.4848	NM_008054	ENSMUSG00000019843	Fyn	AI448320|AW552119	Fyn proto-oncogene	protein-coding	34	56	73	31	27	58	53	72	26	30	38	50	31	63	87	63	87	87	22	0.0452500717492719	ZT21
chr15-2079	chr15	19316766	19316916	+	15.2	0	Intergenic	Intergenic	131468	NR_155419	102639102	Mm.463245	NR_155419	ENSMUSG00000115803	Gm35496	-	predicted gene, 35496	ncRNA	25	32	60	21	24	60	62	66	39	47	59	56	46	115	113	42	56	46	16	0.00488626175209741	ZT17
chr17-1917	chr17	45766008	45766158	+	15.2	0	intron (NR_152153, intron 2 of 4)	intron (NR_152153, intron 2 of 4)	31577	NR_152153	433111	Mm.213441	NR_152153	ENSMUSG00000097727	F630040K05Rik	-	RIKEN cDNA F630040K05 gene	ncRNA	34	39	45	45	49	93	83	84	44	43	59	39	43	45	124	29	41	26	8	0.091432700055119	ZT9
chr10-2097	chr10	37812641	37812791	+	15.2	0	Intergenic	Intergenic	-363058	NR_131035	75877	Mm.402094	NR_131035	ENSMUSG00000111234	4930591E09Rik	-	RIKEN cDNA 4930591E09 gene	ncRNA	21	34	65	26	39	58	55	61	37	47	58	38	33	98	126	54	63	54	16	0.0546578553591281	ZT17
chr2-3384	chr2	159424272	159424422	+	15.2	0	Intergenic	Intergenic	-522994	NR_040498	71081	Mm.383491	NR_040498	ENSMUSG00000085198	4933416E03Rik	-	RIKEN cDNA 4933416E03 gene	ncRNA	33	47	100	58	61	81	35	63	31	44	26	27	31	57	90	49	53	83	2	0.0452500717492719	ZT1
chr8-2423	chr8	38812602	38812752	+	15.1	0	Intergenic	RMER19B2|LTR|ERVK	-151169	NM_145841	244431	Mm.210388	NM_145841	ENSMUSG00000039539	Sgcz	C230085N17Rik	sarcoglycan zeta	protein-coding	27	32	66	22	28	36	54	79	28	35	44	32	34	126	105	63	87	66	18	0.0247913445279724	ZT17
chr9-2754	chr9	123504402	123504552	+	15.1	0	intron (NM_013860, intron 2 of 7)	intron (NM_013860, intron 2 of 7)	-25276	NM_001357485	83493	Mm.273671	NM_030692	ENSMUSG00000025240	Sacm1l	SAC1|Sac1p|mKIAA0851	SAC1 suppressor of actin mutations 1-like (yeast)	protein-coding	33	35	70	41	38	71	89	77	41	44	56	54	40	53	90	41	41	47	10	0.091432700055119	ZT9
chr6-2446	chr6	91629972	91630122	+	15.1	0	Intergenic	Intergenic	-54020	NM_009320	21366	Mm.395650	NM_009320	ENSMUSG00000030096	Slc6a6	AA589629|C80501|Taut	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	protein-coding	25	39	67	34	49	95	60	116	48	51	86	67	26	41	76	21	20	40	8	0.0452500717492719	ZT9
chr12-1859	chr12	73868644	73868794	+	15.1	0	Intergenic	Intergenic	-32605	NM_001313920	15251	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF-1-alpha|HIF1-alpha|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	33	49	73	30	41	56	54	57	44	32	46	40	47	74	90	53	67	76	20	0.0546578553591281	ZT21
chr8-2494	chr8	93887196	93887346	+	15.1	0	intron (NM_001113384, intron 2 of 7)	MLT1J1|LTR|ERVL-MaLR	-73716	NR_026888	75809	Mm.443272	NM_029449	NA	4930488L21Rik	4930452J22Rik	RIKEN cDNA 4930488L21 gene	ncRNA	19	25	57	43	49	77	64	88	38	78	55	57	32	60	97	33	49	44	12	0.0310391655363696	ZT13
chr7-3004	chr7	132766583	132766733	+	15.1	0	intron (NM_001347630, intron 2 of 3)	intron (NM_001347630, intron 2 of 3)	10258	NM_001347630	77938	Mm.225649	NM_175268	ENSMUSG00000030956	Fam53b	A930008G19Rik|mKIAA0140	family with sequence similarity 53, member B	protein-coding	33	45	52	48	53	81	61	88	47	51	56	45	42	58	91	35	39	38	10	0.010917051581423	ZT9
chr4-2772	chr4	149798757	149798907	+	15.1	0	Intergenic	Intergenic	-24565	NM_027460	70556	Mm.41877	NM_027460	ENSMUSG00000028982	Slc25a33	5730438N18Rik|Pnc1	solute carrier family 25, member 33	protein-coding	35	43	64	47	63	83	94	82	53	32	50	33	42	44	96	33	38	32	8	0.0206133492264304	ZT9
chr4-2784	chr4	136172569	136172719	+	15.1	0	5' UTR (NM_177733, exon 1 of 7)	5' UTR (NM_177733, exon 1 of 7)	370	NM_177733	242705	Mm.307932	NM_177733	ENSMUSG00000018983	E2f2	E2F-2	E2F transcription factor 2	protein-coding	31	37	61	42	41	68	49	57	22	38	50	24	37	89	103	58	67	89	20	0.0165323918984296	ZT21
chr13-1882	chr13	19763322	19763472	+	15.1	0	intron (NM_181754, intron 3 of 4)	intron (NM_181754, intron 3 of 4)	-30446	NM_175688	319293	Mm.246657	NM_175688	NA	A530099J19Rik	Karma	RIKEN cDNA A530099J19 gene	protein-coding	25	25	50	19	30	60	74	76	30	57	58	45	41	97	91	39	66	80	16	0.091432700055119	ZT17
chr1-2762	chr1	182419600	182419750	+	15.1	0	intron (NM_173378, intron 1 of 17)	B3|SINE|B2	10508	NM_173378	209456	Mm.287450	NM_173378	ENSMUSG00000026510	Trp53bp2	53BP2|AI746547|ASPP2|PPP1R13A|Tp53bp2|X98550	transformation related protein 53 binding protein 2	protein-coding	23	32	42	21	22	57	61	64	38	46	63	49	34	94	120	48	62	83	16	0.0132923364728598	ZT17
chrX-760	chrX	100518621	100518771	+	15.1	0	Intergenic	Intergenic	-6142	NM_001114084	668257	Mm.95646	NM_001114084	ENSMUSG00000067597	Dgat2l6	9930021F22Rik	diacylglycerol O-acyltransferase 2-like 6	protein-coding	29	34	62	26	36	63	79	62	35	40	45	34	38	91	94	62	70	64	18	0.0546578553591281	ZT17
chr4-2832	chr4	141865784	141865934	+	15.1	0	intron (NM_025994, intron 1 of 3)	intron (NM_025994, intron 1 of 3)	9061	NM_025994	27984	Mm.395598	NM_025994	ENSMUSG00000040659	Efhd2	2600015J22Rik|AA408606|D4Wsu27e	EF hand domain containing 2	protein-coding	18	24	29	44	51	60	57	57	34	67	50	39	46	108	136	30	69	46	14	0.091432700055119	ZT13
chr3-2125	chr3	7422403	7422553	+	15.1	0	intron (NM_008862, intron 1 of 2)	intron (NM_008862, intron 1 of 2)	55874	NM_008862	18767	Mm.3193	NM_008862	ENSMUSG00000027499	Pkia	AI415001|PKIalpha	protein kinase inhibitor, alpha	protein-coding	23	29	33	26	26	52	99	120	56	45	54	57	53	68	92	45	49	35	13	0.077236599220546	ZT13
chr11-3334	chr11	113528519	113528669	+	15.1	0	intron (NM_027216, intron 3 of 9)	intron (NM_027216, intron 3 of 9)	37221	NM_001166503	69806	Mm.341021	NM_027216	ENSMUSG00000041654	Slc39a11	1810074D23Rik	solute carrier family 39 (metal ion transporter), member 11	protein-coding	40	30	59	23	35	64	54	60	28	40	52	43	38	76	94	60	77	91	20	0.0452500717492719	ZT21
chr19-1397	chr19	46693144	46693294	+	15.1	0	intron (NM_025563, intron 1 of 4)	B1_Mus2|SINE|Alu	3313	NM_025563	66439	Mm.87163	NM_025563	ENSMUSG00000062376	Borcs7	2010012O05Rik|4930569L17Rik|AI413851|AI467257	BLOC-1 related complex subunit 7	protein-coding	29	47	100	26	18	40	56	33	30	29	48	26	21	83	123	49	110	92	20	0.077236599220546	ZT21
chr13-1852	chr13	32555252	32555402	+	15.1	0	Intergenic	Intergenic	-216783	NM_146041	218138	Mm.247143	NM_146041	ENSMUSG00000038372	Gmds	BC031788|C87208	GDP-mannose 4, 6-dehydratase	protein-coding	26	49	61	50	47	79	85	93	51	38	49	38	48	53	80	34	52	32	8	0.0546578553591281	ZT9
chr14-1575	chr14	14065261	14065411	+	15.1	0	intron (NM_139227, intron 4 of 11)	intron (NM_139227, intron 4 of 11)	52845	NM_139227	246103	Mm.133625	NM_139227	ENSMUSG00000021738	Atxn7	A430107N12Rik|AI627028|Sca7|ataxin-7	ataxin 7	protein-coding	24	25	56	35	50	87	51	74	42	60	66	50	49	72	88	34	46	56	12	0.0452500717492719	ZT13
chr1-2720	chr1	192790013	192790163	+	15.1	0	Intergenic	Intergenic	-18869	NM_144881	226861	Mm.145857	NM_144881	ENSMUSG00000037375	Hhat	2810432O22Rik|AI462858|AP-2CRE|Skn|Tg(TFAP2A-cre)1Will	hedgehog acyltransferase	protein-coding	47	58	138	35	36	66	53	68	33	36	33	33	22	52	70	50	58	72	0	0.0649073511596943	ZT1
chr3-2153	chr3	98990933	98991083	+	15.1	0	Intergenic	Intergenic	-58814	NR_110516	102634753	NA	NR_110516	ENSMUSG00000086833	Gm12440	-	predicted gene 12440	ncRNA	34	48	85	42	42	64	59	56	27	35	35	31	50	53	71	75	79	75	22	0.0206133492264304	ZT21
chr16-1539	chr16	11884309	11884459	+	15.1	0	intron (NM_146067, intron 2 of 3)	intron (NM_146067, intron 2 of 3)	-16980	NR_033509	791359	Mm.227592	NR_033509	ENSMUSG00000055015	Gm9961	-	predicted gene 9961	ncRNA	23	34	42	22	28	38	78	84	49	44	73	56	33	107	101	48	58	47	14	0.0546578553591281	ZT13
chr1-2765	chr1	156550634	156550784	+	15.1	0	Intergenic	Intergenic	-8078	NM_009595	11352	Mm.329515	NM_009595	ENSMUSG00000026596	Abl2	AA536808|Abll|Arg	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	protein-coding	31	22	62	39	32	70	63	67	27	33	43	36	39	87	102	55	69	87	20	0.091432700055119	ZT21
chr8-2479	chr8	69700366	69700516	+	15.1	0	Intergenic	Intergenic	16461	NM_001039967	66869	Mm.334581	NM_181274	ENSMUSG00000054648	Zfp869	1200003I07Rik	zinc finger protein 869	protein-coding	18	21	46	34	43	67	72	64	43	51	66	57	58	86	84	41	46	63	14	0.010917051581423	ZT13
chr8-2563	chr8	36290929	36291079	+	15.1	0	Intergenic	Intergenic	-41488	NM_001081150	244421	Mm.324032	NM_001081150	ENSMUSG00000039633	Lonrf1	-	LON peptidase N-terminal domain and ring finger 1	protein-coding	22	30	54	23	30	67	64	51	41	40	58	42	54	84	121	58	70	54	16	0.0132923364728598	ZT17
chr11-3313	chr11	58316578	58316728	+	15.1	0	exon (NM_001256519, exon 6 of 6)	exon (NM_001256519, exon 6 of 6)	6460	NM_001256518	319475	Mm.72124	NM_178761	ENSMUSG00000049755	Zfp672	4930488P06Rik|4930511N19Rik|Znf672	zinc finger protein 672	protein-coding	43	53	75	55	55	70	53	66	31	37	39	38	43	51	73	49	68	61	1	0.0649073511596943	ZT1
chr5-2731	chr5	122508813	122508963	+	15	0	Intergenic	MamRep137|DNA|TcMar-Tigger	-6663	NR_027838	11938	Mm.227583	NM_009722	ENSMUSG00000029467	Atp2a2	9530097L16Rik|D5Wsu150e|SERCA2|SERCA2B|Serca2a|mKIAA4195	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	protein-coding	22	31	52	34	36	62	60	87	37	34	56	49	38	102	126	37	41	51	14	0.0649073511596943	ZT13
chr9-2478	chr9	40806948	40807098	+	15	0	Intergenic	Intergenic	5750	NM_031165	15481	Mm.290774	NM_031165	ENSMUSG00000015656	Hspa8	2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73|Hspa10	heat shock protein 8	protein-coding	37	49	65	20	31	72	43	54	21	26	45	57	38	64	120	62	58	93	22	0.0546578553591281	ZT21
